taxon	domain	phylum	functional_group	signal_source	tea_primary	confidence_score	module_completeness_detail
S__3300020263_12	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__3300020285_8	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_015660645.1	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_905182235.1	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__TARA_ANE_MAG_00034	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__TARA_ARC_108_MAG_00113	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_013138755.1	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.25
S__GCA_006222135.1	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__3300020389_47	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__3300025269_14	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__3300026119_19	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__GCA_003645215.1	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:0;W00011:0.38
S__GCA_004356415.1	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_014239225.1	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCA_012960105.1	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:0;W00011:0.62
S__3300024060_20	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_002311835.1	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_013138675.1	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.38
S__3300024529_6	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__3300027685_33	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__GCA_905182415.1	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__GCA_003645495.1	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_004357475.1	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__GCA_018661165.1	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__GCA_009937445.1	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__GCA_905480215.1	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__3300027672_19	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__GCA_014238945.1	d__Bacteria	p__Proteobacteria	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
S__MAG_TGLI1.17_metabat2_bin.33	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__GCF_000744415.1	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__3300000179_4	d__Bacteria	p__SAR324	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.25
S__3300001678_9	d__Bacteria	p__SAR324	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:1;W00011:0.25
S__GCA_000213335.2	d__Bacteria	p__SAR324	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_002082295.1	d__Bacteria	p__SAR324	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.5
S__3300025705_16	d__Bacteria	p__SAR324	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.62
S__3300025243_2	d__Bacteria	p__SAR324	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.38
S__GCA_018657945.1	d__Bacteria	p__SAR324	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.5
S__GCA_905182865.1	d__Bacteria	p__SAR324	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.67;W00008:0.33;W00010:1;W00011:0.38
S__3300001683_21	d__Bacteria	p__SAR324	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.5
S__3300027839_32	d__Bacteria	p__SAR324	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.62
S__3300020389_17	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.12
S__TARA_ARC_108_MAG_00032	d__Bacteria	p__Verrucomicrobiota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_013215875.1	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__TARA_ARC_108_MAG_00067	d__Bacteria	p__Verrucomicrobiota	Particle_heterotroph	particle_associated	O2	0.85	""
S__3300027838_10	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__3300027847_15	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__TARA_ARC_108_MAG_00079	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.25
S__GCA_001439535.1	d__Bacteria	p__Verrucomicrobiota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_017854345.1	d__Bacteria	p__Verrucomicrobiota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_018663485.1	d__Bacteria	p__Verrucomicrobiota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_905182435.1	d__Bacteria	p__Verrucomicrobiota	Particle_heterotroph	particle_associated	O2	0.85	""
S__TARA_ARC_108_MAG_00146	d__Bacteria	p__Verrucomicrobiota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_905182465.1	d__Bacteria	p__Verrucomicrobiota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_018673815.1	d__Bacteria	p__Verrucomicrobiota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_002341135.1	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCA_014382645.1	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.12
S__GCA_018646435.1	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__GCA_905612515.1	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.12
S__TARA_ARC_108_MAG_00142	d__Bacteria	p__Verrucomicrobiota	Particle_heterotroph	particle_associated	O2	0.85	""
S__3300027847_45	d__Bacteria	p__Verrucomicrobiota	Particle_heterotroph	particle_associated	O2	0.85	""
S__3300027839_25	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.12
S__3300027847_32	d__Bacteria	p__Verrucomicrobiota	Particle_heterotroph	particle_associated	O2	0.85	""
S__TARA_AON_82_MAG_00120	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.12
S__GCA_003972865.1	d__Bacteria	p__Verrucomicrobiota	Particle_heterotroph	particle_associated	O2	0.85	""
S__3300026080_15	d__Bacteria	p__Verrucomicrobiota	Particle_heterotroph	particle_associated	O2	0.85	""
S__3300026108_4	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__3300027685_18	d__Bacteria	p__Verrucomicrobiota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_018652215.1	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__GCA_018674955.1	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__3300026193_4	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.25
S__3300027801_21	d__Bacteria	p__Verrucomicrobiota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_014239365.1	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCA_014382585.1	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__3300001683_31	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCA_015660155.1	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.25
S__3300027976_22	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.33;W00008:0.33;W00010:1;W00011:0.75
S__GCA_905182475.1	d__Bacteria	p__Verrucomicrobiota	Particle_heterotroph	particle_associated	O2	0.85	""
S__3300020187_18	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__GCA_905181905.1	d__Bacteria	p__Verrucomicrobiota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_002501065.1	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCA_014240355.1	d__Bacteria	p__Verrucomicrobiota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCF_002954445.1	d__Bacteria	p__Verrucomicrobiota	Denitrification	particle_associated	NO3-	0.9425	M00530:0.75
S__3300023271_4	d__Bacteria	p__Verrucomicrobiota	Particle_heterotroph	particle_associated	O2	0.85	""
S__3300027801_13	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__GCA_016776815.1	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__GCA_018222765.1	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__3300027788_10	d__Bacteria	p__Verrucomicrobiota	Particle_heterotroph	particle_associated	O2	0.85	""
S__3300025816_12	d__Bacteria	p__Verrucomicrobiota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_017857425.1	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.75;W00008:0.33;W00010:1;W00011:0.62
S__GCA_012960505.1	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.38
S__GCA_009937305.1	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.75;W00008:0.33;W00010:1;W00011:0.25
S__IMGVR_UViG_3300028535_000001	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_3300025869_000017	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_3300047157_000197	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_3300028198_000003	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_3300027861_000023	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_3300025632_000006	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_3300025637_000035	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_3300024520_000070	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_3300027833_000016	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_3300027668_002455	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_3300025653_000044	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_3300008952_000005	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_3300020185_000065	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_3300024344_003081	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_3300020399_000132	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_3300031687_001020	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_3300017727_001923	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_3300021087_000038	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_3300020374_000001	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_3300047157_000078	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_3300023238_000017	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_3300023239_000003	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_3300027861_002807	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_3300038315_000065	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_3300046532_001046	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_3300020166_000001	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_3300020166_000015	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_3300027687_000007	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_3300023210_000013	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_GVMAG-M-3300001718-3_000001	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_GVMAG-M-3300025652-16_000001	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__Phycodnaviridae_HM004430_Bathycoccus_sp_RCC1105_virus_BpV2	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__Schulz_GVMAG_S_1102104_120	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__Schulz_GVMAG_S_1102114_126	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__TARA_SOC_NCLDV_00026	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__Moniruzzaman_MM01_SRX803008_24_dc	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__Schulz_GVMAG_M_3300000128_11	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__Schulz_GVMAG_M_3300009149_34	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__Schulz_GVMAG_M_3300009409_46	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__Schulz_GVMAG_M_3300009425_37	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__Schulz_GVMAG_M_3300009786_46	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__Schulz_GVMAG_M_3300020185_109	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__Schulz_GVMAG_M_3300027779_26	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__Schulz_GVMAG_S_1096102_67	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__Schulz_GVMAG_S_1102114_93	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__Schulz_GVMAG_S_403983_43	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__TARA_ARC_NCLDV_00055	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__TARA_ARC_NCLDV_00091	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__TARA_ARC_NCLDV_00100	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__TARA_ARC_NCLDV_00107	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__TARA_ARC_NCLDV_00117	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__TARA_ARC_NCLDV_00137	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__TARA_ARC_NCLDV_00176	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__TARA_PON_NCLDV_00047	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__Schulz_GVMAG_M_3300009077_7	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__TARA_AON_NCLDV_00003	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__TARA_ARC_NCLDV_00001	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__TARA_ARC_NCLDV_00033	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_GVMAG-S-ERX556043-36_000001	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_GVMAG-M-3300021378-13_000001	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_GVMAG-M-3300023179-21_000001	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_GVMAG-M-3300023210-35_000001	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_GVMAG-S-1102105-81_000001	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_GVMAG-S-1102107-72_000001	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_GVMAG-S-1102107-84_000001	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_GVMAG-S-1102238-66_000001	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_GVMAG-M-3300027833-29_000001	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__TARA_ARC_NCLDV_00040	d__Viruses	p__Nucleocytoviricota	Virus_modulator	pelagic_export	""	0.9	""
S__GCA_019057735.1	d__Archaea	p__Asgardarchaeota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.25
S__GCA_018651215.1	d__Archaea	p__Nanoarchaeota	Symbiont_DPANN	uncertain	Host-dependent	0.7	""
S__GCA_905620485.1	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
S__GCA_014240155.1	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.33;W00008:0.33;W00010:1;W00011:0.88
S__3300027839_66	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	uncertain	O2	0.7	""
S__GCA_004357035.1	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	uncertain	O2	0.7	""
S__GCF_902506435.1	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.75
S__MAG_1807DKMD3_metabat2_bin.36	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.67;W00008:0.33;W00010:1;W00011:0.75
S__3300025899_14	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	uncertain	O2	0.7	""
S__MAG_TGLI1.17_metabat2_bin.19	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	uncertain	O2	0.7	""
S__GCA_905182495.1	d__Bacteria	p__Bacteroidota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_905182065.1	d__Bacteria	p__Bacteroidota	Particle_heterotroph	particle_associated	O2	0.85	""
S__GCA_018649665.1	d__Bacteria	p__Chloroflexota	Dehalococcoidia	diagenetic_in_situ	CO2	0.85	""
S__GCA_014382715.1	d__Bacteria	p__Desulfobacterota	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
S__GCA_002313925.1	d__Bacteria	p__Gemmatimonadota	Core_heterotrophy	pelagic_export	O2	0.625	""
S__3300025890_25	d__Bacteria	p__Gemmatimonadota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:0;W00011:0.5
S__GCA_002731735.1	d__Bacteria	p__Gemmatimonadota	Core_heterotrophy	pelagic_export	O2	0.6	""
S__GCA_018698165.1	d__Bacteria	p__Marinisomatota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
S__GCA_018661055.1	d__Bacteria	p__Marinisomatota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__GCA_018692355.1	d__Bacteria	p__Marinisomatota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__GCF_002994615.1	d__Bacteria	p__Myxococcota	Core_heterotrophy	pelagic_export	O2	0.625	""
S__3300009703_7	d__Bacteria	p__Myxococcota_A	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCA_012959805.1	d__Bacteria	p__Myxococcota_A	Core_heterotrophy	pelagic_export	O2	0.625	""
S__GCA_013349585.1	d__Bacteria	p__Nitrospinota	Nitrite_oxidation_NOB	pelagic_export	O2	0.85	""
S__GCA_018666915.1	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__GCA_002726245.1	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:0;W00011:0.25
S__GCA_905182145.1	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCF_000012345.1	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_014380485.1	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.75
S__GCA_905181805.1	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.62
S__GCA_002938315.1	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:1;W00011:0.75
S__GCA_016763915.1	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
S__GCA_018644615.1	d__Bacteria	p__Proteobacteria	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
S__GCA_002693245.1	d__Bacteria	p__Proteobacteria	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
S__GCF_014077465.1	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
S__3300000115_9	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.5
S__3300027687_10	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.5
S__GCA_018607065.1	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.67;W00008:0.33;W00010:1;W00011:0.5
S__IMGVR_UViG_3300031801_001562	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__IMGVR_UViG_3300031688_001339	d__Viruses	p__Uroviricota	Virus_modulator	pelagic_export	""	0.9	""
S__GCA_002701145.1	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
S__GCA_018670575.1	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
S__GCA_016779765.1	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
