taxon	module	has_comp	has_ko	oap_v3	n_classes	dominant_class	oxy_class	o2_eff	so4_eff	ch4_eff	no3_eff	has_oap	has_mcr	has_pmo	has_nar	has_nos	has_cyd	has_cox	has_sred
S__GCA_014381105.1	grey	TRUE	TRUE	66.5	2	ANX	sulfate_reducer	0	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
S__GCA_014381415.1	blue	TRUE	TRUE	506	3	O2	facultative	1	0.333333333333333	0	0.5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_014381465.1	grey	TRUE	TRUE	685	2	O2	aerobic	1	0	0	1	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
S__GCA_014381825.1	grey	TRUE	TRUE	666.666666666667	2	O2	aerobic	1	0	0	0.5	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
S__GCA_014381985.1	yellow	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_014382345.1	grey	TRUE	TRUE	384.588235294118	4	O2	facultative	1	1	0	0.5	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
S__GCA_014382585.1	blue	TRUE	TRUE									FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_014382645.1	yellow	TRUE	TRUE									FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_014382715.1	brown	TRUE	TRUE	-226	2	CH4	sulfate_reducer	0	1	0.5	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
S__GCA_014383215.1	grey	TRUE	TRUE	247.647058823529	4	O2	facultative	1	1	0.333333333333333	0.5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_014384145.1	grey	TRUE	TRUE	66.5	2	ANX	sulfate_reducer	0	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_014384445.1	yellow	TRUE	TRUE	-217	1	SO4	sulfate_reducer	0	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_014384505.1	yellow	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_014384565.1	grey	TRUE	TRUE	-217	1	SO4	sulfate_reducer	0	0.666666666666667	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
S__GCA_014384685.1	green	TRUE	TRUE									FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_014523485.1	grey	TRUE	TRUE	66.5	2	ANX	sulfate_reducer	0	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_014523515.1	grey	TRUE	TRUE	66.5	2	ANX	sulfate_reducer	0	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_014584315.1	grey	TRUE	TRUE	556.142857142857	3	O2	facultative	1	0.333333333333333	0	1	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE
S__GCA_014653385.1	grey	TRUE	TRUE									FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
S__GCA_014654355.1	grey	TRUE	TRUE	560.75	2	O2	facultative	1	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_014764495.1	grey	TRUE	TRUE	107.063829787234	3	O2	facultative	0.5	0.666666666666667	0.4	0	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
S__GCA_014859605.1	grey	TRUE	TRUE									FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
S__GCA_014894735.1	brown	TRUE	FALSE									FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
S__GCA_015222065.1	brown	TRUE	TRUE	-231.727272727273	2	SO4	sulfate_reducer	0	0.333333333333333	0.4	0	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
S__GCA_015222795.1	grey	TRUE	TRUE	380.9	4	O2	facultative	1	1	0	1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
S__GCA_015223015.1	brown	TRUE	FALSE	-244	1	CH4	methanogen	0	0	0.4	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
S__GCA_015478665.1	grey	TRUE	TRUE	560.75	2	O2	facultative	1	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_015492195.1	grey	TRUE	TRUE	380.9	4	O2	facultative	1	1	0	1	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
S__GCA_015658215.1	grey	TRUE	FALSE									FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
S__GCA_015658265.1	grey	TRUE	TRUE	405.2	2	O2	facultative	1	0.666666666666667	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_015658495.1	blue	TRUE	FALSE									FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
S__GCA_015658585.1	grey	TRUE	FALSE									FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
S__GCA_015658865.1	turquoise	TRUE	TRUE									FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_015658965.1	grey	TRUE	TRUE	301.5	2	O2	facultative	1	1	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_015659035.1	turquoise	TRUE	TRUE	518.6	3	O2	facultative	1	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_015659125.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_015659205.1	grey	TRUE	TRUE	-217	1	SO4	sulfate_reducer	0	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_015659275.1	grey	TRUE	TRUE	129.2	2	NO3	sulfate_reducer	0	0.333333333333333	0	0.5	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
S__GCA_015659285.1	grey	TRUE	TRUE	560.75	2	O2	facultative	1	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_015659305.1	grey	TRUE	FALSE									FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
S__GCA_015659465.1	grey	TRUE	TRUE	313.2	3	O2	facultative	1	1	0	0.5	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
S__GCA_015659505.1	grey	TRUE	TRUE	506	3	O2	facultative	1	0.333333333333333	0	0.5	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
S__GCA_015659515.1	turquoise	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_015659595.1	turquoise	TRUE	TRUE	518.6	3	O2	facultative	1	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
S__GCA_015659615.1	blue	TRUE	TRUE									FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_015659735.1	grey	TRUE	TRUE	702.5	2	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_015659905.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_015660155.1	grey	TRUE	TRUE									FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_015660315.1	grey	TRUE	FALSE	820	1	O2	aerobic	0.5	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
S__GCA_015660335.1	brown	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_015660425.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_015660505.1	grey	TRUE	TRUE	506	3	O2	facultative	1	0.333333333333333	0	0.5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_015660645.1	grey	TRUE	FALSE									FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
S__GCA_015663455.1	grey	TRUE	TRUE	66.5	2	ANX	sulfate_reducer	0	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
S__GCA_015663575.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_015664645.1	grey	TRUE	TRUE	301.5	2	O2	facultative	1	1	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_015664755.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_015665265.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_015767365.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_015767395.1	grey	TRUE	TRUE	666.666666666667	2	O2	aerobic	1	0	0	0.5	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
S__GCA_015767405.1	brown	TRUE	TRUE	360	1	NO3	denitrifier	0	0	0	0.5	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
S__GCA_016125285.1	grey	TRUE	TRUE	560.75	2	O2	facultative	1	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_016177515.1	grey	TRUE	TRUE	-217	1	SO4	sulfate_reducer	0	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_016178045.1	grey	TRUE	TRUE	-217	1	SO4	sulfate_reducer	0	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_016178075.1	grey	TRUE	TRUE	702.5	2	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_016180805.1	grey	TRUE	TRUE	569.692307692308	4	O2	facultative	1	0.333333333333333	0	0.5	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
S__GCA_016183575.1	grey	TRUE	TRUE	350	1	ANX	no_call	0	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_016183675.1	grey	TRUE	TRUE	-217	1	SO4	sulfate_reducer	0	0.666666666666667	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
S__GCA_016187325.1	grey	TRUE	TRUE	702.5	2	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
S__GCA_016189965.1	grey	TRUE	TRUE	702.5	2	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_016190155.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
S__GCA_016190405.1	grey	TRUE	TRUE									FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_016190945.1	grey	TRUE	TRUE	702.5	2	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_016192845.1	grey	TRUE	TRUE	702.5	2	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_016193385.1	grey	TRUE	TRUE	560.75	2	O2	facultative	1	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_016195085.1	grey	TRUE	TRUE	702.5	2	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_016195145.1	grey	TRUE	TRUE	394.769230769231	3	O2	facultative	1	0.666666666666667	0	0.5	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
S__GCA_016195565.1	grey	TRUE	TRUE	-24.6666666666667	2	NO3	sulfate_reducer	0	1	0	0.5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
S__GCA_016200125.1	grey	TRUE	FALSE	360	1	NO3	denitrifier	0	0	0	0.5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
S__GCA_016201285.1	grey	TRUE	TRUE	506	3	O2	facultative	1	0.333333333333333	0	0.5	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
S__GCA_016202695.1	grey	TRUE	TRUE	702.5	2	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
S__GCA_016209145.1	grey	TRUE	TRUE	-223.75	2	CH4	sulfate_reducer	0	1	0.333333333333333	0	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
S__GCA_016210855.1	grey	TRUE	TRUE	66.5	2	ANX	sulfate_reducer	0	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
S__GCA_016210895.1	grey	TRUE	TRUE	702.5	2	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_016212965.1	grey	TRUE	TRUE	685	2	O2	aerobic	1	0	0	1	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
S__GCA_016213125.1	grey	TRUE	TRUE	569.692307692308	4	O2	facultative	1	0.333333333333333	0	0.5	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE
S__GCA_016215655.1	grey	TRUE	TRUE	518.6	3	O2	facultative	1	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_016276965.1	turquoise	TRUE	TRUE	-217	1	SO4	sulfate_reducer	0	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_016342325.1	grey	TRUE	TRUE	192.4	3	O2	facultative	1	1	0.5	0	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
S__GCA_016462945.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_016649675.1	grey	TRUE	TRUE	702.5	2	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
S__GCA_016649785.1	grey	TRUE	TRUE	587.272727272727	3	O2	aerobic	0.5	0	0	1	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
S__GCA_016649905.1	grey	TRUE	TRUE	637.142857142857	3	O2	aerobic	1	0	0	1	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
S__GCA_016650015.1	grey	TRUE	TRUE	-233.2	2	SO4	sulfate_reducer	0	0.333333333333333	0.5	0	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
S__GCA_016650295.1	grey	TRUE	TRUE	474.947368421053	3	O2	facultative	1	0	0.4	0.5	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
S__GCA_016720395.1	grey	TRUE	TRUE	474.947368421053	3	O2	facultative	1	0	0.4	0.5	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
S__GCA_016743945.1	brown	TRUE	TRUE	-224.714285714286	2	CH4	sulfate_reducer	0	1	0.4	0	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
S__GCA_016744295.1	grey	TRUE	TRUE	236.344827586207	4	O2	facultative	1	1	0.4	0.5	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE
S__GCA_016744355.1	grey	TRUE	TRUE	506	3	O2	facultative	1	0.333333333333333	0	0.5	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE
S__GCA_016744415.1	grey	TRUE	TRUE	716	3	O2	aerobic	1	0	0	0.75	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
S__GCA_016744515.1	grey	TRUE	TRUE	590	2	O2	aerobic	1	0	0	1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
S__GCA_016763135.1	grey	TRUE	TRUE	605.6	3	NO3	aerobic	0.5	0	0	1.25	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
S__GCA_016763735.1	grey	TRUE	FALSE									FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
S__GCA_016763915.1	grey	TRUE	TRUE	66.5	2	ANX	sulfate_reducer	0	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_016764265.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_016764395.1	grey	TRUE	TRUE									FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_016765095.1	grey	TRUE	TRUE	360	1	NO3	denitrifier	0	0	0	0.5	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
S__GCA_016765295.1	grey	TRUE	TRUE	588	1	NO3	denitrifier	0	0	0	1.25	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
S__GCA_016776605.1	grey	TRUE	TRUE	469.846153846154	4	O2	facultative	1	0.666666666666667	0	1.25	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE
S__GCA_016776815.1	turquoise	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_016777005.1	green	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_016777045.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_016777095.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_016777125.1	grey	TRUE	TRUE									FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_016777225.1	turquoise	TRUE	TRUE									FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_016777265.1	green	TRUE	TRUE	560.75	2	O2	facultative	1	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_016777365.1	green	TRUE	FALSE									FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
S__GCA_016777395.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_016777505.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_016777625.1	grey	TRUE	TRUE	560.75	2	O2	facultative	1	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_016779765.1	grey	TRUE	TRUE									FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_016782865.1	grey	TRUE	FALSE	-244	1	CH4	methanogen	0	0	0.4	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
S__GCA_016783105.1	brown	TRUE	FALSE	-244	1	CH4	methanogen	0	0	0.4	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
S__GCA_016783135.1	brown	TRUE	FALSE	-244	1	CH4	methanogen	0	0	0.333333333333333	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
S__GCA_016783345.1	grey	TRUE	FALSE									FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
S__GCA_016783455.1	brown	TRUE	TRUE	-234.608695652174	2	SO4	sulfate_reducer	0	0.333333333333333	0.625	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
S__GCA_016783945.1	grey	TRUE	FALSE									FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
S__GCA_016784525.1	grey	TRUE	TRUE	350	1	ANX	no_call	0	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
S__GCA_016784625.1	grey	TRUE	TRUE	350	1	ANX	no_call	0	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_016784665.1	grey	TRUE	FALSE	350	1	ANX	no_call	0	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
S__GCA_016784735.1	grey	TRUE	TRUE	-224.363636363636	2	CH4	sulfate_reducer	0	1	0.375	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_016785005.1	brown	TRUE	TRUE	236.344827586207	4	O2	facultative	1	1	0.4	0.5	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE
S__GCA_016792605.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
S__GCA_016794035.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
S__GCA_016794615.1	grey	TRUE	TRUE	637.142857142857	3	O2	aerobic	1	0	0	1	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
S__GCA_016838795.1	grey	TRUE	TRUE	-217	1	SO4	sulfate_reducer	0	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
S__GCA_016838825.1	turquoise	TRUE	TRUE	-217	1	SO4	sulfate_reducer	0	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_016838845.1	grey	TRUE	TRUE	66.5	2	ANX	sulfate_reducer	0	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_016840385.1	brown	TRUE	FALSE	-244	1	CH4	methanogen	0	0	0.625	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
S__GCA_016845345.1	blue	TRUE	TRUE									FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_016869145.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_016869175.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_016869275.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_016869335.1	grey	TRUE	TRUE	560.75	2	O2	facultative	1	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_016869515.1	grey	TRUE	TRUE	380.9	4	O2	facultative	1	1	0	1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
S__GCA_016869675.1	grey	TRUE	TRUE	560.75	2	O2	facultative	1	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_016872415.1	grey	TRUE	TRUE	560.75	2	O2	facultative	1	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_016872535.1	grey	TRUE	TRUE	380.9	4	O2	facultative	1	1	0	1	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
S__GCA_016875225.1	grey	TRUE	TRUE	647.096774193549	3	O2	aerobic	1	0	0	1.25	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
S__GCA_017368835.1	grey	TRUE	TRUE	-5.15384615384616	3	ANX	sulfate_reducer	0	0.666666666666667	0.4	0	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
S__GCA_017610205.1	grey	TRUE	FALSE									FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
S__GCA_017610335.1	grey	TRUE	FALSE									FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
S__GCA_017854045.1	blue	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_017854145.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_017854345.1	grey	TRUE	TRUE									FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_017854775.1	grey	TRUE	TRUE	506	3	O2	facultative	1	0.333333333333333	0	0.5	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
S__GCA_017856985.1	grey	TRUE	TRUE	560.75	2	O2	facultative	1	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
S__GCA_017857255.1	grey	TRUE	TRUE									FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_017857425.1	grey	TRUE	FALSE									FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
S__GCA_017858365.1	grey	TRUE	TRUE	820	1	O2	aerobic	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S__GCA_017880325.1	grey	TRUE	TRUE	560.75	2	O2	facultative	1	0.333333333333333	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
