taxon	domain	phylum	class	n_samples	n_cores	total_reads	pct_damaged	has_kegg	genome_id	functional_group	display_category	ecological_role	signal_source	tea_primary	guild_tier	confidence_score	assignment_rule_id	kegg_state	group_completeness	modules_scored	module_completeness_detail	markers_detected	marker_gene_names	key_reference	doi	virus_role
S__3300025105_24	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	17	3	6637	100	TRUE	3300025105_24	Denitrification	N-loss	Denitrifier	particle_associated	NO3-	Tier1_kegg_present	0.958333333333333	KEGG_DENIT	present	0.833333333333333	M00530	M00530:0.83	K00368	nirK/nirS (K00368/K15864)	Zumft 1997 Microbiol Mol Biol Rev	10.1128/MMBR.61.4.533-616.1997	
S__GCA_002162765.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	24	4	6448	100	TRUE	GCA_002162765.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.5		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300025775_21	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	101	3	108184	100	TRUE	3300025775_21	Dehalococcoidia	Diagenetic	Diagenetic_acetogen	diagenetic_in_situ	CO2	Tier1_taxonomy_conserved	0.85	GTDB_ACETO_DIAG						acsB/fhs (WL pathway)	Drake et al. 2008 Ann NY Acad Sci; Ragsdale & Pierce 2008 Biochim Biophys Acta	10.1196/annals.1419.016; 10.1016/j.bbapap.2008.08.012	
S__GCA_016650295.1	d__Bacteria	p__Desulfobacterota	c__Desulfuromonadia	58	4	14036	100	TRUE	GCA_016650295.1	Sulfate_reduction_diagenetic	Diagenetic	Diagenetic_SRB	diagenetic_in_situ	SO4--	Tier1_taxonomy_conserved	0.85	GTDB_SRB_DIAG						dsrA/dsrB (K11180/K11181)	Müller et al. 2015 ISME J	10.1038/ismej.2014.208	
S__GCA_016720395.1	d__Bacteria	p__Desulfobacterota	c__Desulfuromonadia	58	4	14092	100	TRUE	GCA_016720395.1	Sulfate_reduction_diagenetic	Diagenetic	Diagenetic_SRB	diagenetic_in_situ	SO4--	Tier1_taxonomy_conserved	0.85	GTDB_SRB_DIAG						dsrA/dsrB (K11180/K11181)	Müller et al. 2015 ISME J	10.1038/ismej.2014.208	
S__GCA_007693965.1	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	15	3	3560	100	TRUE	GCA_007693965.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:1;W00011:0.5		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_003354135.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	94	5	34848	100	TRUE	GCA_003354135.1	Sulfate_reduction_diagenetic	Diagenetic	Diagenetic_SRB	diagenetic_in_situ	SO4--	Tier1_kegg_present	0.99	KEGG_SRB	present	1	M00596	M00596:1	K11180;K11181	dsrA/dsrB (K11180/K11181)	Müller et al. 2015 ISME J	10.1038/ismej.2014.208	
S__GCA_009377445.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	47	3	20038	100	TRUE	GCA_009377445.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:1;W00011:0.62		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_018606725.1	d__Bacteria	p__Acidobacteriota	c__Mor1	51	3	21481	100	TRUE	GCA_018606725.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.62		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300025705_15	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	51	5	11831	100	TRUE	3300025705_15	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:0.67;W00008:0.33;W00010:1;W00011:0.62		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300027386_23	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	33	4	9698	100	TRUE	3300027386_23	Dehalococcoidia	Diagenetic	Diagenetic_acetogen	diagenetic_in_situ	CO2	Tier1_taxonomy_conserved	0.85	GTDB_ACETO_DIAG						acsB/fhs (WL pathway)	Drake et al. 2008 Ann NY Acad Sci; Ragsdale & Pierce 2008 Biochim Biophys Acta	10.1196/annals.1419.016; 10.1016/j.bbapap.2008.08.012	
S__GCA_018900355.1	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	34	5	9355	100	TRUE	GCA_018900355.1	Sulfate_reduction_diagenetic	Diagenetic	Diagenetic_SRB	diagenetic_in_situ	SO4--	Tier1_kegg_present	0.99	KEGG_SRB	present	1	M00596	M00596:1	K11180;K11181	dsrA/dsrB (K11180/K11181)	Müller et al. 2015 ISME J	10.1038/ismej.2014.208	
S__GCA_011772755.1	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	82	5	43057	100	TRUE	GCA_011772755.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.62		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_005239465.1	d__Bacteria	p__Nitrospirota	c__Nitrospiria	76	5	16172	100	TRUE	GCA_005239465.1	Nitrification_AOB	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_AOB_AMO	present	1	M00528	M00528:1	K10944	amoA (K10944)	Kowalchuk & Stephen 2001 Annu Rev Microbiol	10.1146/annurev.micro.55.1.485	
S__GCA_011776225.1	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	57	3	99214	100	TRUE	GCA_011776225.1	Particle_heterotroph	Particle-attached	Unknown	particle_associated	O2	Tier1_taxonomy_conserved	0.85	GTDB_PARTICLE_HET						Polysaccharide degradation	Teeling et al. 2012 Science	10.1126/science.1218344	
S__GCA_003693905.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	84	4	67175	100	TRUE	GCA_003693905.1	Pelagic_heterotroph	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_PELAGIC_HET						Core carbon metabolism	Giovannoni 2017 Annu Rev Mar Sci	10.1146/annurev-marine-010814-015934	
S__3300017441_13	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	108	4	161321	100	TRUE	3300017441_13	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:1;W00011:0.75		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCF_007954355.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	25	4	14588	100	TRUE	GCF_007954355.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.38		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300001835_22	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	34	5	14002	100	TRUE	3300001835_22	Dehalococcoidia	Diagenetic	Diagenetic_acetogen	diagenetic_in_situ	CO2	Tier1_taxonomy_conserved	0.85	GTDB_ACETO_DIAG						acsB/fhs (WL pathway)	Drake et al. 2008 Ann NY Acad Sci; Ragsdale & Pierce 2008 Biochim Biophys Acta	10.1196/annals.1419.016; 10.1016/j.bbapap.2008.08.012	
S__GCA_005116885.1	d__Bacteria	p__Nitrospirota	c__Nitrospiria	45	5	9214	100	TRUE	GCA_005116885.1	Nitrification_AOB	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_AOB_AMO	present	1	M00528	M00528:1	K10944	amoA (K10944)	Kowalchuk & Stephen 2001 Annu Rev Microbiol	10.1146/annurev.micro.55.1.485	
S__3300027849_23	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	14	5	3172	100	TRUE	3300027849_23	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:1;W00011:0.5		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_013375485.1	d__Archaea	p__Asgardarchaeota	c__Lokiarchaeia	24	5	24440	100	TRUE	GCA_013375485.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.25		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_019058095.1	d__Archaea	p__Asgardarchaeota	c__Lokiarchaeia	19	4	17908	100	TRUE	GCA_019058095.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:1;W00011:0		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_005222975.1	d__Archaea	p__Asgardarchaeota	c__Lokiarchaeia	31	5	206637	100	TRUE	GCA_005222975.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.12		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_013375475.1	d__Archaea	p__Asgardarchaeota	c__Lokiarchaeia	25	5	18401	100	TRUE	GCA_013375475.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.25		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_013375495.1	d__Archaea	p__Asgardarchaeota	c__Lokiarchaeia	25	5	10738	100	TRUE	GCA_013375495.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_018238625.1	d__Archaea	p__Asgardarchaeota	c__Lokiarchaeia	18	5	63344	100	TRUE	GCA_018238625.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.12		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_016841385.1	d__Archaea	p__Halobacteriota	c__Methanomicrobia	44	2	12472	100	TRUE	GCA_016841385.1	Methanogenesis_diagenetic	Diagenetic	Diagenetic_methanogen	diagenetic_in_situ	CO2	Tier1_kegg_present	0.99	KEGG_METH	present	1	M00567;M00357;M00356;M00563;M00617;W00012;W00013;W00018	M00567:0.88;M00357:1;M00356:0.67;M00563:0.5;M00617:1;W00012:1;W00013:0.88;W00018:0.8	K00399;K00401;K00402	mcrA (K00399-402)	Thauer et al. 2008 Nat Rev Microbiol	10.1038/nrmicro1931	
S__GCA_002687815.1	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	20	4	7510	100	TRUE	GCA_002687815.1	Symbiont_DPANN	Symbionts	Symbiont	uncertain	Host-dependent	Tier2_taxonomy_broad	0.7	GTDB_DPANN						GTDB c__Nanoarchaeia	Castelle & Banfield 2018 Cell; Dombrowski et al. 2020 Nat Commun	10.1016/j.cell.2018.02.016; 10.1038/s41467-020-17408-w	
S__3300027752_30	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	47	5	36595	100	TRUE	3300027752_30	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII						GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	
S__GCA_014239955.1	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	12	5	1572	100	TRUE	GCA_014239955.1	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII						GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	
S__GCA_016649625.1	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	17	4	9334	100	TRUE	GCA_016649625.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.25		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_002737445.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	32	5	6871	100	TRUE	GCA_002737445.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__3300020373_65	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	16	5	2717	100	TRUE	3300020373_65	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__GCA_016463105.1	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	22	3	5525	100	TRUE	GCA_016463105.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:0.67;W00008:0.33;W00010:1;W00011:0.62		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCF_002013645.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	52	2	18658	100	TRUE	GCF_002013645.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.62		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300005253_23	d__Bacteria	p__Actinobacteriota	c__Aquicultoria	97	5	55909	100	TRUE	3300005253_23	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.12		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_018830645.1	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	63	5	15535	100	TRUE	GCA_018830645.1	Core_heterotrophy	Heterotrophs	Heterotroph_general	uncertain	O2	Tier2_taxonomy_broad	0.7	GTDB_CORE_HET						TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300025484_25	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	25	5	3388	100	TRUE	3300025484_25	Core_heterotrophy	Heterotrophs	Heterotroph_general	uncertain	O2	Tier2_taxonomy_broad	0.7	GTDB_CORE_HET						TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_003451675.1	d__Bacteria	p__Atribacterota	c__JS1	32	4	15820	100	TRUE	GCA_003451675.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.12		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_016744515.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	74	5	22444	100	TRUE	GCA_016744515.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.75		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_018672555.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	25	4	5787	100	TRUE	GCA_018672555.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.75		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_011053095.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	32	4	12257	100	TRUE	GCA_011053095.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.5		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300025138_4	d__Bacteria	p__Bacteroidota	c__Bacteroidia	48	5	11309	100	TRUE	3300025138_4	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.62		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_014239655.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	21	5	3098	100	TRUE	GCA_014239655.1	Particle_heterotroph	Particle-attached	Pelagic_heterotroph	particle_associated	O2	Tier1_taxonomy_conserved	0.85	GTDB_PARTICLE_HET						Polysaccharide degradation	Teeling et al. 2012 Science	10.1126/science.1218344	
S__3300025731_28	d__Bacteria	p__Bacteroidota	c__Bacteroidia	56	5	11217	100	TRUE	3300025731_28	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.5		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_905480415.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	48	4	12287	100	TRUE	GCA_905480415.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.75		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__ISO_DSP2-3-1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	11	3	2031	100	TRUE	ISO_DSP2-3-1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.75		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCF_900167935.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	66	5	15606	100	TRUE	GCF_900167935.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.75		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300007722_66	d__Bacteria	p__Bacteroidota	c__Bacteroidia	33	5	6039	100	TRUE	3300007722_66	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.5		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_017857815.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	14	4	2309	100	TRUE	GCA_017857815.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.75		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_002401055.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	30	5	6414	100	TRUE	GCA_002401055.1	Particle_heterotroph	Particle-attached	Pelagic_heterotroph	particle_associated	O2	Tier1_taxonomy_conserved	0.85	GTDB_PARTICLE_HET						Polysaccharide degradation	Teeling et al. 2012 Science	10.1126/science.1218344	
S__TARA_ARC_108_MAG_00024	d__Bacteria	p__Bacteroidota	c__Bacteroidia	27	3	3507	100	TRUE	TARA_ARC_108_MAG_00024	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.38		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_003456455.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	18	4	2271	100	TRUE	GCA_003456455.1	Particle_heterotroph	Particle-attached	Pelagic_heterotroph	particle_associated	O2	Tier1_taxonomy_conserved	0.85	GTDB_PARTICLE_HET						Polysaccharide degradation	Teeling et al. 2012 Science	10.1126/science.1218344	
S__3300026079_16	d__Bacteria	p__Bacteroidota	c__Rhodothermia	20	5	3409	100	TRUE	3300026079_16	Particle_heterotroph	Particle-attached	Pelagic_heterotroph	particle_associated	O2	Tier1_taxonomy_conserved	0.85	GTDB_PARTICLE_HET						Polysaccharide degradation	Teeling et al. 2012 Science	10.1126/science.1218344	
S__GCA_018650845.1	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	14	5	2034	100	TRUE	GCA_018650845.1	Dehalococcoidia	Diagenetic	Diagenetic_acetogen	diagenetic_in_situ	CO2	Tier1_taxonomy_conserved	0.85	GTDB_ACETO_DIAG						acsB/fhs (WL pathway)	Drake et al. 2008 Ann NY Acad Sci; Ragsdale & Pierce 2008 Biochim Biophys Acta	10.1196/annals.1419.016; 10.1016/j.bbapap.2008.08.012	
S__MAG_KQGRSC.20.08_metabat2_bin.93	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	28	5	4236	100	TRUE	MAG_KQGRSC.20.08_metabat2_bin.93	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:0.75;W00008:0;W00010:1;W00011:0.38		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300027858_23	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	83	5	30537	100	TRUE	3300027858_23	Sulfate_reduction_diagenetic	Diagenetic	Diagenetic_SRB	diagenetic_in_situ	SO4--	Tier1_kegg_present	0.99	KEGG_SRB	present	1	M00596	M00596:1	K11180;K11181	dsrA/dsrB (K11180/K11181)	Müller et al. 2015 ISME J	10.1038/ismej.2014.208	
S__GCA_016743945.1	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	63	5	18886	100	TRUE	GCA_016743945.1	Sulfate_reduction_diagenetic	Diagenetic	Diagenetic_SRB	diagenetic_in_situ	SO4--	Tier1_kegg_present	0.99	KEGG_SRB	present	1	M00596	M00596:1	K11180;K11181	dsrA/dsrB (K11180/K11181)	Müller et al. 2015 ISME J	10.1038/ismej.2014.208	
S__GCA_018896565.1	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	19	5	4648	100	TRUE	GCA_018896565.1	Sulfate_reduction_diagenetic	Diagenetic	Diagenetic_SRB	diagenetic_in_situ	SO4--	Tier1_kegg_present	0.99	KEGG_SRB	present	1	M00596	M00596:1	K11180;K11181	dsrA/dsrB (K11180/K11181)	Müller et al. 2015 ISME J	10.1038/ismej.2014.208	
S__GCA_018819005.1	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	21	3	5567	100	TRUE	GCA_018819005.1	Sulfate_reduction_diagenetic	Diagenetic	Diagenetic_SRB	diagenetic_in_situ	SO4--	Tier1_taxonomy_conserved	0.85	GTDB_SRB_DIAG						dsrA/dsrB (K11180/K11181)	Müller et al. 2015 ISME J	10.1038/ismej.2014.208	
S__3300020477_58	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	45	5	8808	100	TRUE	3300020477_58	Sulfate_reduction_diagenetic	Diagenetic	Diagenetic_SRB	diagenetic_in_situ	SO4--	Tier2_kegg_partial	0.6	KEGG_SRB						dsrA/dsrB (K11180/K11181)	Müller et al. 2015 ISME J	10.1038/ismej.2014.208	
S__GCA_018655445.1	d__Bacteria	p__Marinisomatota	c__Marinisomatia	35	5	11425	100	TRUE	GCA_018655445.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.38		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_003535775.1	d__Bacteria	p__Marinisomatota	c__Marinisomatia	39	5	8282	100	TRUE	GCA_003535775.1	Pelagic_heterotroph	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_PELAGIC_HET						Core carbon metabolism	Giovannoni 2017 Annu Rev Mar Sci	10.1146/annurev-marine-010814-015934	
S__GCA_002705605.1	d__Bacteria	p__Marinisomatota	c__Marinisomatia	15	5	2894	100	TRUE	GCA_002705605.1	Pelagic_heterotroph	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_PELAGIC_HET						Core carbon metabolism	Giovannoni 2017 Annu Rev Mar Sci	10.1146/annurev-marine-010814-015934	
S__GCA_002719955.1	d__Bacteria	p__Myxococcota_A	c__UBA9160	54	5	10612	100	TRUE	GCA_002719955.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.75		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_003235785.1	d__Bacteria	p__Nitrospirota	c__Nitrospiria	28	4	7070	100	TRUE	GCA_003235785.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.38		TCA cycle + glycolysis	Universal heterotrophic metabolism		
