sample	taxon	count	relative_abundance	domain	phylum	functional_group	signal_source	tea_primary	confidence_score	module_completeness_detail
LV3003047127	S__3300006311_3	1503	0.0155263783147217	d__Bacteria	p__Chloroflexota	Dehalococcoidia	diagenetic_in_situ	CO2	0.85	""
LV3003047127	S__GCA_017368835.1	1401	0.014472691962026	d__Bacteria	p__Planctomycetota	Anammox	particle_associated	NO2-/NH4+	0.968888888888889	M00973:0.89
LV3003047127	S__GCA_003229345.1	1305	0.0134809871594889	d__Bacteria	p__Nitrospinota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.25
LV3003047127	S__GCA_016276965.1	1066	0.0110120554115058	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.85	""
LV3003047127	S__GCA_004195625.1	1062	0.0109707343780668	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
LV3003047127	S__GCA_905478615.1	960	0.00991704802537111	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.75
LV3003047140	S__GCA_016838845.1	1245	0.0425481015686409	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047140	S__3300026264_34	1129	0.0385837804586309	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047140	S__GCA_011055585.1	1024	0.0349953863504323	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.85	""
LV3003047140	S__GCA_013215285.1	892	0.0304842623286969	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047140	S__GCA_008974855.1	748	0.0255630361231674	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047140	S__GCA_905182865.1	707	0.0241618536618708	d__Bacteria	p__SAR324	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.67;W00008:0.33;W00010:1;W00011:0.38
LV3003047140	S__GCA_013911135.1	692	0.0236492259321281	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047140	S__GCA_905612295.1	648	0.022145517924883	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047140	S__TARA_ARC_108_MAG_00021	593	0.0202658829158265	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	uncertain	O2	0.7	""
LV3003047140	S__GCA_905182815.1	588	0.0200950070059123	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
LV3003047140	S__3300027687_20	582	0.0198899559140152	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
LV3003047140	S__3300027847_80	498	0.0170192406274563	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
LV3003047140	S__GCA_001543015.1	464	0.0158572844400396	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047140	S__3300027752_17	445	0.0152079559823656	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
LV3003047140	S__3300027791_27	445	0.0152079559823656	d__Archaea	p__Thermoplasmatota	Pelagic_heterotroph_MGII	pelagic_export	O2	0.85	""
LV3003047141	S__GCA_013215285.1	836	0.121317660716877	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047141	S__GCA_001543015.1	809	0.117399506602815	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047141	S__GCA_013911135.1	478	0.0693658395007981	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047141	S__GCA_012974425.1	467	0.0677695544913656	d__Bacteria	p__Desulfobacterota	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.85	""
LV3003047141	S__GCA_011055585.1	428	0.0621099985488318	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.85	""
LV3003047141	S__GCA_016838845.1	426	0.0618197649107532	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047141	S__3300020187_18	369	0.0535481062255115	d__Bacteria	p__Verrucomicrobiota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
LV3003047141	S__GCA_008974855.1	278	0.0403424756929328	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047141	S__GCA_905182865.1	215	0.0312001160934552	d__Bacteria	p__SAR324	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.67;W00008:0.33;W00010:1;W00011:0.38
LV3003047141	S__GCA_014383215.1	191	0.0277173124365114	d__Bacteria	p__Desulfobacterota	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
LV3003047141	S__GCA_017368835.1	190	0.0275721956174721	d__Bacteria	p__Planctomycetota	Anammox	particle_associated	NO2-/NH4+	0.968888888888889	M00973:0.89
LV3003047141	S__GCA_001437625.1	188	0.0272819619793934	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047141	S__GCA_905478615.1	166	0.0240893919605282	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.75
LV3003047141	S__GCA_905182475.1	165	0.0239442751414889	d__Bacteria	p__Verrucomicrobiota	Particle_heterotroph	particle_associated	O2	0.85	""
LV3003047141	S__3300024058_12	162	0.0235089246843709	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:1;W00011:0.62
LV3003047160	S__GCA_016838795.1	1187	0.185381852256755	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047160	S__GCA_016838845.1	531	0.0829298766203342	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047160	S__GCA_013349685.1	481	0.0751210370138997	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
LV3003047160	S__GCA_013390475.1	449	0.0701233796657817	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047160	S__GCA_011055585.1	397	0.0620021864750898	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.85	""
LV3003047160	S__GCA_001795235.1	356	0.0555989379978135	d__Bacteria	p__Chloroflexota	Dehalococcoidia	diagenetic_in_situ	CO2	0.85	""
LV3003047160	S__3300024058_12	284	0.0443542089645479	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:1;W00011:0.62
LV3003047160	S__GCA_002733285.1	266	0.0415430267062315	d__Bacteria	p__Bacteroidota	Particle_heterotroph	particle_associated	O2	0.85	""
LV3003047160	S__GCA_011049715.1	227	0.0354521318132126	d__Bacteria	p__Desulfobacterota	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
LV3003047160	S__TARA_SOC_28_MAG_00016	226	0.0352959550210839	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
LV3003047160	S__3300006311_3	224	0.0349836014368265	d__Bacteria	p__Chloroflexota	Dehalococcoidia	diagenetic_in_situ	CO2	0.85	""
LV3003047160	S__TARA_SOC_28_MAG_00007	213	0.0332656567234109	d__Bacteria	p__Proteobacteria	Pelagic_heterotroph	pelagic_export	O2	0.85	""
LV3003047160	S__GCA_002733945.2	193	0.0301421208808371	d__Bacteria	p__Campylobacterota	Unknown	uncertain	Unknown	0.1	""
LV3003047160	S__GCA_905182865.1	152	0.0237388724035608	d__Bacteria	p__SAR324	Core_heterotrophy	pelagic_export	O2	0.99	M00307:0.67;W00008:0.33;W00010:1;W00011:0.38
LV3003047160	S__TARA_ARC_108_MAG_00105	129	0.020146806184601	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
LV3003047161	S__GCA_013390475.1	876	0.114840062926062	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047161	S__GCA_016838795.1	727	0.0953067645516518	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047161	S__GCA_011055585.1	573	0.0751179863660199	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.85	""
LV3003047161	S__TARA_SOC_28_MAG_00016	407	0.0533560566334557	d__Bacteria	p__Bacteroidota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
LV3003047161	S__GCA_013349685.1	320	0.0419507079181961	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.62
LV3003047161	S__GCA_016838845.1	290	0.0380178290508652	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047161	S__3300006311_3	262	0.0343471421080231	d__Bacteria	p__Chloroflexota	Dehalococcoidia	diagenetic_in_situ	CO2	0.85	""
LV3003047161	S__3300020389_10	255	0.0334294703723125	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:1;W00011:0.5
LV3003047161	S__GCA_002733285.1	237	0.031069743051914	d__Bacteria	p__Bacteroidota	Particle_heterotroph	particle_associated	O2	0.85	""
LV3003047161	S__TARA_ARC_108_MAG_00099	237	0.031069743051914	d__Bacteria	p__Bacteroidota	Particle_heterotroph	particle_associated	O2	0.85	""
LV3003047161	S__GCA_005223095.1	233	0.0305453592029366	d__Bacteria	p__Aerophobota	Unknown	uncertain	Unknown	0.1	""
LV3003047161	S__GCF_014077465.1	230	0.0301520713162035	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
LV3003047161	S__GCA_905612295.1	224	0.0293654955427373	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047161	S__3300024058_12	214	0.0280545359202937	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:1;W00011:0.62
LV3003047161	S__TARA_ARC_108_MAG_00021	213	0.0279234399580493	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	uncertain	O2	0.7	""
LV3003047162	S__GCA_016782865.1	5534	0.224822262847857	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
LV3003047162	S__GCA_001795235.1	1745	0.0708917326833232	d__Bacteria	p__Chloroflexota	Dehalococcoidia	diagenetic_in_situ	CO2	0.85	""
LV3003047162	S__3300024433_21	1706	0.069307332927077	d__Bacteria	p__Acidobacteriota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
LV3003047162	S__3300024058_12	1579	0.064147877310583	d__Bacteria	p__Proteobacteria	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.67;W00010:1;W00011:0.62
LV3003047162	S__GCA_016838845.1	1499	0.0608978265285395	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047162	S__GCA_011049715.1	1070	0.0434694292098314	d__Bacteria	p__Desulfobacterota	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
LV3003047162	S__GCA_005223095.1	888	0.0360755636806825	d__Bacteria	p__Aerophobota	Unknown	uncertain	Unknown	0.1	""
LV3003047162	S__GCA_016178045.1	861	0.0349786715417428	d__Bacteria	p__Chloroflexota	Dehalococcoidia	diagenetic_in_situ	CO2	0.85	""
LV3003047162	S__GCA_015492195.1	613	0.0249035141174081	d__Bacteria	p__Proteobacteria	Sulfate_reduction_diagenetic	diagenetic_in_situ	SO4--	0.99	M00596:1
LV3003047162	S__3300011118_20	490	0.0199065610400163	d__Bacteria	p__Planctomycetota	Core_heterotrophy	pelagic_export	O2	0.99	M00307:1;W00008:0.33;W00010:0;W00011:0.38
LV3003047162	S__GCA_011055585.1	487	0.0197846841356896	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.85	""
LV3003047162	S__GCA_013911135.1	459	0.0186471663619744	d__Archaea	p__Thermoproteota	Nitrification_AOA	pelagic_export	O2	0.895	M00528:0.5
LV3003047162	S__3300024431_33	395	0.0160471257363396	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	uncertain	O2	0.7	""
LV3003047162	S__GCA_016190405.1	389	0.0158033719276864	d__Bacteria	p__Chloroflexota	Dehalococcoidia	diagenetic_in_situ	CO2	0.85	""
LV3003047162	S__3300002239_5	326	0.0132439569368271	d__Bacteria	p__Actinobacteriota	Core_heterotrophy	uncertain	O2	0.7	""
